"Timestamp","Severity","Category","User","Target","CorrelationId","Message"
"2026-05-07 12:42:19","Info","Database","jyotu","","","PostgreSQL initialized (ems_production)"
"2026-05-07 12:42:20","Info","Database","jyotu","","","PostgreSQL initialized (ems_production)"
"2026-05-07 13:05:10","Info","Database","jyotu","","","PostgreSQL initialized (ems_production)"
"2026-05-07 13:05:10","Info","Database","jyotu","","","PostgreSQL initialized (ems_production)"
"2026-05-07 13:05:20","Info","Database","jyotu","","","PostgreSQL initialized (ems_production)"
"2026-05-07 13:05:20","Info","Database","jyotu","","","PostgreSQL initialized (ems_production)"
"2026-05-07 13:06:01","Info","Database","jyotu","","","PostgreSQL initialized (ems_production)"
"2026-05-07 13:06:01","Info","Database","jyotu","","","PostgreSQL initialized (ems_production)"
"2026-05-07 13:18:08","Info","Database","jyotu","","","PostgreSQL initialized (ems_production)"
"2026-05-07 13:18:08","Error","Database","jyotu","","","PG query error: Exception calling ""Open"" with ""0"" argument(s): ""28P01: password authentication failed for user ""ems_service"""""
"2026-05-07 13:18:08","Error","Database","jyotu","","","Query: SELECT version();"
"2026-05-07 13:19:14","Info","Database","jyotu","","","PostgreSQL initialized (ems_production)"
"2026-05-07 13:19:14","Error","Database","jyotu","","","PG query error: Exception calling ""Open"" with ""0"" argument(s): ""28P01: password authentication failed for user ""ems_service"""""
"2026-05-07 13:19:14","Error","Database","jyotu","","","Query: SELECT version();"
"2026-05-07 13:23:37","Info","Database","jyotu","","","PostgreSQL initialized (ems_production)"
"2026-05-07 13:23:37","Info","Database","jyotu","","","PostgreSQL initialized (ems_production)"
"2026-05-07 15:36:52","Info","Database","jyotu","","","PostgreSQL initialized (ems_production)"
"2026-05-07 15:36:52","Info","Database","jyotu","","","PostgreSQL initialized (ems_production)"
