"Timestamp","Severity","Category","User","Target","CorrelationId","Message"
"2026-04-29 00:44:17","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 00:44:17","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 00:44:58","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 00:44:58","Info","Scan","appuser","ktmmisdtkumarar","","Scan started"
"2026-04-29 00:45:01","Success","Scan","appuser","ktmmisdtkumarar","","Scan completed successfully"
"2026-04-29 01:08:44","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 01:08:44","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 01:23:21","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 01:23:21","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 01:32:49","Warning","General","appuser","","","Get-ADUser fallback failed for snpl\000870 : The server has rejected the client credentials."
"2026-04-29 01:33:59","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 01:33:59","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 01:34:16","Warning","General","appuser","","","Get-ADUser fallback failed for snpl\000870 : The server has rejected the client credentials."
"2026-04-29 02:13:04","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 02:13:04","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 02:14:02","Warning","General","appuser","","","Get-ADUser fallback failed for snpl\000870 : The server has rejected the client credentials."
"2026-04-29 02:16:58","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 02:16:58","Info","Scan","appuser","ktmmislprajupds","","Scan started"
"2026-04-29 02:17:05","Success","Scan","appuser","ktmmislprajupds","","Scan completed successfully"
"2026-04-29 02:22:05","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 02:22:05","Info","Scan","appuser","KTMMISDTKUMARAR","","Scan started"
"2026-04-29 02:22:08","Success","Scan","appuser","KTMMISDTKUMARAR","","Scan completed successfully"
"2026-04-29 02:23:34","Warning","General","appuser","","","Get-ADUser fallback failed for snpl\000870 : The server has rejected the client credentials."
"2026-04-29 02:24:23","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 02:24:23","Info","Scan","appuser","KTMMISLPJYOTIBH","","Scan started"
"2026-04-29 02:24:26","Success","Scan","appuser","KTMMISLPJYOTIBH","","Scan completed successfully"
"2026-04-29 02:34:50","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 02:34:50","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 02:35:07","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 02:35:07","Info","Scan","appuser","KTMMISLPJYOTIBH","","Scan started"
"2026-04-29 02:35:08","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 02:35:08","Error","Scan","appuser","KTMMISLPJYOTIBH","","Scan failed: Access is denied. "
"2026-04-29 02:35:30","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 02:35:30","Info","Scan","appuser","KTMMISDTKUMARAR","","Scan started"
"2026-04-29 02:35:30","Info","Database","appuser","","","PostgreSQL initialized (ems_production)"
"2026-04-29 02:35:30","Error","Scan","appuser","KTMMISDTKUMARAR","","Scan failed: Access is denied. "
"2026-04-29 02:41:48","Info","Database","kamelia","","","PostgreSQL initialized (ems_production)"
"2026-04-29 02:41:48","Info","Database","kamelia","","","PostgreSQL initialized (ems_production)"
"2026-04-29 02:43:11","Info","Database","kamelia","","","PostgreSQL initialized (ems_production)"
"2026-04-29 02:43:11","Info","Scan","kamelia","ktmmisdtkumarar","","Scan started"
