"Timestamp","Severity","Category","User","Target","CorrelationId","Message"
"2026-05-06 09:13:56","Info","Database","kamelia","","","PostgreSQL initialized (ems_production)"
"2026-05-06 09:13:56","Info","Scan","kamelia","KTMMISLPRAJUPDS","","Scan started"
"2026-05-06 09:14:43","Success","Scan","kamelia","KTMMISLPRAJUPDS","","Scan completed successfully"
"2026-05-06 09:21:37","Info","Database","kamelia","","","PostgreSQL initialized (ems_production)"
"2026-05-06 09:21:37","Info","Scan","kamelia","KTMMISLPRAJUPDS","","Scan started"
"2026-05-06 09:21:55","Success","Scan","kamelia","KTMMISLPRAJUPDS","","Scan completed successfully"
"2026-05-06 09:23:47","Info","Database","kamelia","","","PostgreSQL initialized (ems_production)"
"2026-05-06 09:23:47","Info","Scan","kamelia","KTMMISLPVINODSG","","Scan started"
"2026-05-06 09:37:17","Success","Scan","kamelia","KTMMISLPVINODSG","","Scan completed successfully"
"2026-05-06 09:49:24","Info","Database","kamelia","","","PostgreSQL initialized (ems_production)"
"2026-05-06 09:49:24","Info","Database","kamelia","","","PostgreSQL initialized (ems_production)"
